CIA;LONG_IND;LAT_IND
BBVA;-3,703399276;40,44909633
BBVA;-3,704072853;40,43566881
BBVA;-3,702643655;40,45580361
BBVA;-3,697876695;40,46128292
BBVA;-3,695821039;40,46438539
BBVA;-3,6767193;40,50381385
BBVA;-3,669180343;40,47675886
BBVA;-3,691939389;40,4573907
BBVA;-3,692136791;40,46398409
BBVA;-3,751170833;40,40457053
BBVA;-3,665705935;40,38649041
BBVA;-3,670061714;40,43486194
BBVA;-3,608976289;40,38510036
BBVA;-3,712512428;40,43880629
BBVA;-3,717906325;40,48696189
BBVA;-3,729720364;40,38254558
BBVA;-3,671850228;40,44160832
BBVA;-3,685500899;40,4319606
BBVA;-3,673793946;40,38470481
BBVA;-3,674975087;40,43101353
BBVA;-3,61895379;40,37207424
BBVA;-3,6838792;40,43480805
BBVA;-3,669422296;40,41199168
BBVA;-3,668308253;40,42566486
BBVA;-3,657336607;40,36543893
BBVA;-3,695913986;40,39562796
BBVA;-3,693298959;40,39226526
BBVA;-3,700166966;40,4023771
BBVA;-3,640559651;40,43080393
BBVA;-3,686218433;40,46774008
BBVA;-3,679208604;40,39243897
BBVA;-3,751271814;40,37442552
BBVA;-3,717511908;40,42662221
BBVA;-3,673999209;40,43482103
BBVA;-3,677369828;40,43703557
BBVA;-3,707288893;40,45678428
BBVA;-3,702901881;40,4296489
BBVA;-3,687422154;40,46316538
BBVA;-3,730404746;40,38918996
BBVA;-3,724064218;40,39342807
BBVA;-3,694442835;40,45654686
BBVA;-3,702568075;40,47684901
BBVA;-3,684947725;40,42508098
BBVA;-3,687487035;40,4255524
BBVA;-3,680536668;40,42486379
BBVA;-3,710719001;40,36922234
BBVA;-3,675249995;40,40309287
BBVA;-3,746337932;40,38525937
BBVA;-3,695178034;40,42717308
BBVA;-3,644304828;40,4032154
BBVA;-3,63684349;40,43678844
BBVA;-3,627287089;40,42217397
BBVA;-3,635747702;40,43436204
BBVA;-3,74565579;40,40352514
BBVA;-3,716915877;40,43266195
BBVA;-3,689187936;40,34959563
BBVA;-3,765456517;40,39646779
BBVA;-3,7548819;40,39180755
BBVA;-3,678702155;40,51084719
BBVA;-3,68724083;40,49281492
BBVA;-3,676507229;40,42978835
BBVA;-3,769259294;40,37857758
BBVA;-3,644840544;40,43958196
BBVA;-3,719296652;40,41045792
BBVA;-3,686560925;40,45851286
BBVA;-3,692708364;40,4174131
BBVA;-3,617820285;40,43880159
BBVA;-3,704887094;40,49666356
BBVA;-3,733550811;40,48034118
BBVA;-3,699793438;40,43116326
BBVA;-3,672661815;40,44495495
BBVA;-3,651053555;40,4700426
BBVA;-3,675436853;40,44299283
BBVA;-3,678244965;40,43377818
BBVA;-3,604307107;40,42948559
BBVA;-3,765258211;40,39352314
BBVA;-3,640574261;40,47332636
BBVA;-3,712275077;40,38500572
BBVA;-3,701757929;40,38649346
BBVA;-3,717536692;40,4300635
BBVA;-3,666546128;40,3940352
BBVA;-3,704650587;40,41646705
BBVA;-3,710835962;40,4755282
BBVA;-3,630656536;40,46486741
BBVA;-3,77670332;40,51983349
BBVA;-3,705701126;40,49213611
BBVA;-3,677001042;40,42142508
BBVA;-3,663930646;40,42045582
BBVA;-3,741048241;40,38850062
BBVA;-3,75387028;40,38456185
BBVA;-3,779778678;40,37854316
BBVA;-3,695495287;40,44995496
BBVA;-3,693815223;40,45973981
BBVA;-3,694250522;40,35985379
BBVA;-3,719254816;40,40431401
BBVA;-3,646747873;40,39004849
BBVA;-3,694282335;40,48448462
BBVA;-3,634717371;40,42634965
BBVA;-3,694910684;40,42181431
BBVA;-3,712043;40,42448485
BBVA;-3,655047392;40,49257846
BBVA;-3,678163154;40,44910299
BBVA;-3,677231979;40,4573697
BBVA;-3,784056422;40,45888364
BBVA;-3,668313965;40,44648468
BBVA;-3,620920767;40,3797575
BBVA;-3,658190904;40,42658777
BBVA;-3,719438712;40,43264628
BBVA;-3,697001219;40,44162158
BBVA;-3,706652785;40,42645486
BBVA;-3,606167119;40,40423244
BBVA;-3,700927267;40,48469676
BBVA;-3,703732593;40,44600421
BBVA;-3,696966652;40,43142358
BBVA;-3,644058274;40,47744212
BBVA;-3,669018461;40,50441724
BBVA;-3,690552972;40,36682196
BBVA;-3,636536376;40,46547482
BBVA;-3,712026266;40,4050074
BBVA;-3,70826696;40,41176025
BBVA;-3,657074394;40,4487383
BBVA;-3,631021468;40,40299135
BBVA;-3,704785492;40,39776343
BBVA;-3,718904393;40,46770357
BBVA;-3,642538116;40,47019836
BBVA;-3,759196063;40,38671621
BBVA;-3,684175189;40,42795043
BBVA;-3,689408529;40,48670297
BBVA;-3,647829357;40,4340337
BBVA;-3,651043879;40,43849313
BBVA;-3,742728583;40,39130968
BBVA;-3,732681543;40,37422948
BBVA;-3,671187633;40,45560315
BBVA;-3,625435614;40,4284543
BBVA;-3,692838124;40,43695291
BBVA;-3,692277596;40,42943373
BBVA;-3,659287024;40,39878856
BBVA;-3,712218945;40,41098822
BBVA;-3,649582692;40,46307792
BBVA;-3,708301111;40,55307428
BBVA;-3,688598841;40,3541938
BBVA;-3,702947593;40,40459448
BBVA;-3,709158956;40,34624062
BBVA;-3,690968512;40,45472084
BBVA;-3,690627803;40,4456328
BBVA;-3,690207293;40,44948215
BBVA;-3,689605696;40,45523348
BBVA;-3,690313881;40,46220221
BBVA;-3,688829737;40,47048129
BBVA;-3,686950652;40,47245643
BBVA;-3,691931647;40,44513852
BBVA;-3,693602848;40,40580407
BBVA;-3,693458564;40,40322835
BBVA;-3,707544874;40,40133219
BBVA;-3,738523823;40,40978715
BBVA;-3,728874231;40,41333489
BBVA;-3,721968261;40,4222341
BBVA;-3,698301905;40,43513625
BBVA;-3,693654644;40,43494801
BBVA;-3,68983723;40,44788977
BBVA;-3,791759334;40,37956085
BBVA;-3,74203725;40,40561149
BBVA;-3,69403337;40,41329703
BBVA;-3,713855235;40,44202323
BBVA;-3,696690409;40,40350622
BBVA;-3,670957594;40,40637014
BBVA;-3,657718303;40,40711288
BBVA;-3,653023978;40,40794129
BBVA;-3,697089236;40,41589127
BBVA;-3,651253951;40,40526657
BBVA;-3,707531709;40,38318798
BBVA;-3,612182664;40,37098414
BBVA;-3,588431836;40,45572973
BBVA;-3,691325757;40,34215933
BBVA;-3,686478073;40,45153138
BBVA;-3,709532754;40,41557233
BBVA;-3,696826129;40,42694694
BBVA;-3,705412197;40,41490384
BBVA;-3,703690723;40,41258099
BBVA;-3,663809881;40,51600571
BBVA;-3,868501767;40,47249604
BBVA;-3,87157308;40,47099546
BBVA;-3,861541843;40,45865638
BBVA;-3,327846354;40,55502356
BBVA;-3,484440236;40,39746408
BBVA;-3,768201607;40,8114279
BBVA;-3,58211826;40,73325982
BBVA;-3,972789642;40,6776403
BBVA;-3,436710346;40,22845107
BBVA;-3,850896358;40,31954567
BBVA;-3,856544148;40,31474716
BBVA;-3,860963555;40,32633613
BBVA;-3,864971889;40,32220708
BBVA;-3,86071493;40,32807675
BBVA;-3,866526624;40,32597026
BBVA;-3,856852545;40,32517745
BBVA;-3,852273495;40,32422929
BBVA;-3,864322134;40,33124809
BBVA;-3,865354133;40,31711406
BBVA;-3,882428358;40,32589509
BBVA;-3,877133327;40,31240365
BBVA;-3,858251193;40,32036522
BBVA;-3,924406583;40,31142293
BBVA;-3,866468108;40,33796184
BBVA;-4,013516917;40,28775736
BBVA;-4,011914983;40,29235702
BBVA;-3,752910114;40,23036673
BBVA;-3,768467432;40,23402136
BBVA;-3,765862031;40,23961539
BBVA;-3,76979584;40,24025598
BBVA;-3,774197411;40,24376727
BBVA;-3,698768591;40,2395174
BBVA;-3,699890483;40,2525651
BBVA;-3,698903849;40,24238154
BBVA;-3,794909376;40,43705286
BBVA;-3,803892821;40,43400877
BBVA;-3,796915559;40,41023727
BBVA;-3,814515139;40,43495243
BBVA;-4,053467193;40,43065249
BBVA;-3,525245092;40,3486635
BBVA;-3,549078161;40,36465221
BBVA;-3,894526938;40,52061202
BBVA;-3,894121036;40,50516503
BBVA;-3,873926689;40,4923918
BBVA;-3,877534711;40,49036449
BBVA;-3,614662107;40,67920153
BBVA;-3,532155131;40,42924563
BBVA;-3,537105981;40,42620469
BBVA;-4,148036646;40,59170173
BBVA;-3,572995822;40,20822516
BBVA;-4,39965807;40,36144949
BBVA;-3,632651605;40,54919806
BBVA;-3,620688764;40,56080329
BBVA;-3,628097256;40,54461037
BBVA;-3,624436498;40,54844096
BBVA;-4,027040293;40,34563849
BBVA;-3,456173532;40,45539038
BBVA;-3,479458782;40,45765652
BBVA;-3,458638702;40,4606329
BBVA;-3,466454999;40,44988086
BBVA;-3,478696659;40,45829031
BBVA;-3,473232194;40,46112363
BBVA;-3,79900364;40,20068732
BBVA;-3,929205791;40,57668814
BBVA;-3,362406619;40,40592007
BBVA;-4,068005163;40,50150863
BBVA;-3,68481137;40,18087778
BBVA;-3,689448137;40,18639104
BBVA;-3,687813984;40,19556332
BBVA;-3,678116573;40,19153927
BBVA;-3,487261272;40,36705534
BBVA;-3,301467921;40,43287915
BBVA;-4,003727679;40,43932019
BBVA;-4,003946882;40,44533622
BBVA;-3,961501655;40,48954325
BBVA;-3,275340924;40,16897137
BBVA;-3,903461001;40,35838165
BBVA;-3,704045876;40,59558578
BBVA;-3,713321236;40,59984407
BBVA;-3,713488125;40,60886981
BBVA;-3,728331939;40,30936405
BBVA;-3,727838928;40,31167351
BBVA;-3,800301609;40,28302316
BBVA;-3,632849404;40,43332388
BBVA;-3,632741443;40,43312627
BBVA;-3,674301034;40,51335941
BBVA;-3,687008748;40,39939295
BBVA;-3,683601237;40,39803476
BBVA;-3,58328172;40,44389094
BBVA;-3,672747729;40,41690033
BBVA;-3,871580726;40,31623847
BBVA;-3,513949047;40,50305779
BBVA;-3,801891388;40,44714874
BBVA;-3,7897524;40,41247561
BBVA;-3,83703267;40,33108842
BBVA;-3,795280097;40,28315688
Sabadell;-3,478903606;40,53388379
Sabadell;-3,395124094;40,48275941
Sabadell;-3,35862696;40,48642797
Sabadell;-3,361150797;40,48620389
Sabadell;-3,643208257;40,53544629
Sabadell;-3,811574326;40,34619797
Sabadell;-3,82786194;40,34646992
Sabadell;-3,496167671;40,59646762
Sabadell;-3,602668172;40,03295625
Sabadell;-3,442107362;40,30098284
Sabadell;-3,47662065;40,30949471
Sabadell;-3,877946192;40,40869541
Sabadell;-3,996031434;40,40117089
Sabadell;-3,618752026;40,15894229
Sabadell;-3,76711632;40,65931705
Sabadell;-4,008399712;40,62773357
Sabadell;-3,56250412;40,43109295
Sabadell;-3,540837746;40,42849362
Sabadell;-4,209942927;40,38120255
Sabadell;-3,807552392;40,28833325
Sabadell;-3,763577114;40,27062238
Sabadell;-3,721427466;40,3251734
Sabadell;-3,729649148;40,32677952
Sabadell;-3,700362032;40,30056359
Sabadell;-3,732758286;40,30405671
Sabadell;-3,8589916;40,20405964
Sabadell;-3,82594297;40,25470714
Sabadell;-3,763554743;40,32716429
Sabadell;-3,724098299;40,35039136
Sabadell;-3,686087992;40,45839855
Sabadell;-3,663686095;40,39556517
Sabadell;-3,619629253;40,45603517
Sabadell;-3,655184958;40,44118145
Sabadell;-3,636150985;40,47213458
Sabadell;-3,679330934;40,40343834
Sabadell;-3,694254956;40,45204349
Sabadell;-3,59589293;40,40314169
Sabadell;-3,674817144;40,40695128
Sabadell;-3,70489114;40,47900603
Sabadell;-3,773040105;40,46193079
Sabadell;-3,676145141;40,46424991
Sabadell;-3,71264121;40,44653522
Sabadell;-3,717257792;40,48811005
Sabadell;-3,672233147;40,43151599
Sabadell;-3,677007091;40,42438001
Sabadell;-3,641321497;40,43653846
Sabadell;-3,637740413;40,43812585
Sabadell;-3,693311055;40,43019331
Sabadell;-3,697458699;40,44367287
Sabadell;-3,713601726;40,44146624
Sabadell;-3,71095009;40,39568964
Sabadell;-3,707424434;40,43259429
Sabadell;-3,706508175;40,4171404
Sabadell;-3,641846504;40,46941842
Sabadell;-3,668481829;40,47769983
Sabadell;-3,703428401;40,44962768
Sabadell;-3,668532488;40,44354648
Sabadell;-3,675218748;40,42826435
Sabadell;-3,679738392;40,4345622
Sabadell;-3,668363358;40,42527715
Sabadell;-3,705864918;40,41198215
Sabadell;-3,699429103;40,40167886
Sabadell;-3,686485265;40,46845922
Sabadell;-3,711106837;40,48219315
Sabadell;-3,69691509;40,44698245
Sabadell;-3,694037232;40,45609885
Sabadell;-3,707491749;40,42101728
Sabadell;-3,698056926;40,41942598
Sabadell;-3,678157158;40,42621111
Sabadell;-3,675391029;40,41838043
Sabadell;-3,675863871;40,43264798
Sabadell;-3,620668003;40,43690345
Sabadell;-3,705117194;40,33350836
Sabadell;-3,711059916;40,42292333
Sabadell;-3,701942093;40,45751958
Sabadell;-3,681264347;40,4397334
Sabadell;-3,708970758;40,38560261
Sabadell;-3,691475656;40,43631241
Sabadell;-3,682766671;40,42389568
Sabadell;-3,675671714;40,42169411
Sabadell;-3,695436977;40,45001838
Sabadell;-3,688001729;40,45638718
Sabadell;-3,588894735;40,44525888
Sabadell;-3,699322954;40,4369589
Sabadell;-3,678954705;40,44221546
Sabadell;-3,677923828;40,45110439
Sabadell;-3,739220187;40,38833214
Sabadell;-3,699305047;40,44205811
Sabadell;-3,698680905;40,42846728
Sabadell;-3,704648478;40,43207972
Sabadell;-3,629668103;40,37789036
Sabadell;-3,619407739;40,43447777
Sabadell;-3,696919568;40,43028873
Sabadell;-3,688731106;40,42154498
Sabadell;-3,686929319;40,43330348
Sabadell;-3,686947158;40,43389797
Sabadell;-3,693713089;40,45898367
Sabadell;-3,683742146;40,42709714
Sabadell;-3,698069924;40,41954302
Sabadell;-3,642571797;40,37463015
Sabadell;-3,712218451;40,40199719
Sabadell;-3,691135365;40,4594946
Sabadell;-3,694490373;40,39813203
Sabadell;-3,732807338;40,41192263
Sabadell;-3,687149824;40,4503292
Sabadell;-3,67082227;40,50540677
Sabadell;-3,688626062;40,49441928
Sabadell;-3,678032249;40,4548515
Sabadell;-3,872310984;40,4733232
Sabadell;-3,850200356;40,26215327
Sabadell;-3,882174126;40,35066305
Sabadell;-3,867319849;40,32356789
Sabadell;-4,014657775;40,28773835
Sabadell;-3,530095938;40,50475962
Sabadell;-3,753892078;40,24047779
Sabadell;-3,699887132;40,24424954
Sabadell;-3,793314791;40,43781156
Sabadell;-3,813092241;40,43525974
Sabadell;-3,542115435;40,34970279
Sabadell;-3,893174825;40,50590206
Sabadell;-3,873362209;40,49254021
Sabadell;-3,532958119;40,4294131
Sabadell;-3,628505005;40,54401357
Sabadell;-3,618922743;40,56143437
Sabadell;-3,624223426;40,54838806
Sabadell;-3,47228472;40,45719956
Sabadell;-3,479360974;40,45717043
Sabadell;-3,928745892;40,57504325
Sabadell;-3,675648766;40,19146361
Sabadell;-3,904119807;40,35744857
Sabadell;-3,713393315;40,60773529
Sabadell;-3,841731012;40,3463518
Sabadell;-4,004437361;40,63158775
Sabadell;-3,561999937;40,42717646
Sabadell;-3,802328886;40,28236045
Sabadell;-3,787137913;40,3164655
Sabadell;-3,742002924;40,33589929
Sabadell;-3,68944711;40,4350993
Sabadell;-3,669080578;40,41675945
Sabadell;-3,727444423;40,39110053
Sabadell;-3,734556373;40,38958709
Sabadell;-3,696641092;40,4604165
Sabadell;-3,674162823;40,45827953
Sabadell;-3,659908463;40,4587762
Sabadell;-3,712735526;40,47889486
Sabadell;-3,641553293;40,44107773
Sabadell;-3,779237658;40,37861888
Sabadell;-3,666298776;40,44661343
Sabadell;-3,656205508;40,43214862
Sabadell;-3,861426214;40,45883743
Sabadell;-3,860008703;40,32715406
Sabadell;-3,69987584;40,24429465
Sabadell;-3,807373665;40,4322728
Sabadell;-3,802868882;40,44704286
Sabadell;-3,804166456;40,42134923
Sabadell;-3,704159323;40,59626075
Sabadell;-3,662676362;40,43918379
Sabadell;-3,682370354;40,42200613
Sabadell;-3,702705671;40,42892037
Sabadell;-3,685144873;40,43521497
Sabadell;-3,693650825;40,46095701
Sabadell;-3,65560122;40,49371045
Sabadell;-3,698409368;40,45121667
Sabadell;-3,68383264;40,43137589
Sabadell;-3,708447809;40,4031555
Sabadell;-3,698239883;40,43483932
Sabadell;-3,690280337;40,44740064
Sabadell;-3,645563399;40,52124416
Sabadell;-3,683238885;40,45890191
Sabadell;-3,71860561;40,4296965
Sabadell;-3,717409399;40,43139763
Sabadell;-3,682627615;40,42879742
Sabadell;-3,67564538;40,42848708
Sabadell;-3,642837503;40,5448356
Sabadell;-3,633577826;40,54095888
Sabadell;-3,727227999;40,30847909
Sabadell;-3,484449953;40,39717575
Sabadell;-3,874462953;40,31796449
Sabadell;-3,847407132;40,315355
Popular;-3,479446737;40,53388153
Popular;-3,39618012;40,4817648
Popular;-3,350169845;40,48699444
Popular;-3,363734371;40,48393453
Popular;-3,365334434;40,487443
Popular;-3,370485282;40,47785902
Popular;-3,633579531;40,53111217
Popular;-3,652312254;40,53425113
Popular;-3,652105606;40,53972969
Popular;-3,65911709;40,52498741
Popular;-3,651081232;40,51563669
Popular;-3,633816111;40,5411828
Popular;-3,810515866;40,34728648
Popular;-3,828164748;40,34619748
Popular;-3,841942164;40,34534124
Popular;-3,808027508;40,34498855
Popular;-3,815838748;40,34050123
Popular;-3,582765455;40,62952175
Popular;-3,501417758;40,59682331
Popular;-4,023789601;40,6591552
Popular;-3,604780202;40,03189112
Popular;-3,441754188;40,30095716
Popular;-3,459308125;40,3058349
Popular;-3,919265081;40,26897671
Popular;-3,878432159;40,40890793
Popular;-3,996717035;40,40291272
Popular;-3,636403947;40,99345036
Popular;-3,613150349;40,86512739
Popular;-3,378102694;40,54860883
Popular;-3,38136825;40,33892982
Popular;-3,619196738;40,15877774
Popular;-3,503660956;40,56815644
Popular;-3,767387449;40,65923417
Popular;-4,019900878;40,6267317
Popular;-4,007547879;40,62927247
Popular;-3,560998938;40,42872187
Popular;-3,571769357;40,41840778
Popular;-3,567475588;40,42504159
Popular;-3,540834401;40,4295477
Popular;-3,423240606;40,13973076
Popular;-3,458727549;40,54298357
Popular;-3,762914855;40,27134749
Popular;-3,746815248;40,26619111
Popular;-3,778119633;40,28031854
Popular;-3,794798829;40,2842503
Popular;-3,80177792;40,27754434
Popular;-3,793992794;40,28272427
Popular;-3,809108842;40,28468266
Popular;-3,795224903;40,2804545
Popular;-3,513129212;40,633807
Popular;-4,003474443;40,57750822
Popular;-3,705947508;40,30246662
Popular;-3,728273043;40,31045454
Popular;-3,728613218;40,3048757
Popular;-3,854022717;40,21352915
Popular;-4,09035944;40,67332869
Popular;-3,812373962;40,2744163
Popular;-3,828922274;40,25217225
Popular;-3,742408801;40,3364102
Popular;-3,77055774;40,33536123
Popular;-3,765164069;40,32791043
Popular;-3,408694694;40,38381043
Popular;-3,793650967;40,95097438
Popular;-3,686479196;40,45859442
Popular;-3,66408874;40,39577007
Popular;-3,654879801;40,44132733
Popular;-3,662678308;40,43938198
Popular;-3,679477052;40,40390595
Popular;-3,694503245;40,45210507
Popular;-3,579664488;40,47166591
Popular;-3,645487622;40,46901076
Popular;-3,6729757;40,40665571
Popular;-3,648641437;40,40688487
Popular;-3,616865031;40,46328418
Popular;-3,711451776;40,3806594
Popular;-3,666696397;40,38537659
Popular;-3,685123892;40,47030512
Popular;-3,714300573;40,43062408
Popular;-3,698336597;40,41797384
Popular;-3,654133609;40,43246667
Popular;-3,642714963;40,43553072
Popular;-3,714582178;40,39707267
Popular;-3,618814903;40,41867906
Popular;-3,655438413;40,45513497
Popular;-3,667964091;40,47902714
Popular;-3,704032137;40,39784009
Popular;-3,677721663;40,45797944
Popular;-3,698003818;40,4610299
Popular;-3,704510229;40,43464813
Popular;-3,692732354;40,45421479
Popular;-3,594586619;40,45153606
Popular;-3,714682939;40,438901
Popular;-3,675293607;40,42749815
Popular;-3,68298284;40,43477731
Popular;-3,67840574;40,43452498
Popular;-3,668207849;40,42743121
Popular;-3,706857569;40,34685832
Popular;-3,702022257;40,4040055
Popular;-3,640929209;40,43123432
Popular;-3,625409865;40,43331031
Popular;-3,670857846;40,43429876
Popular;-3,704093955;40,48513697
Popular;-3,709005802;40,43386389
Popular;-3,674588913;40,41714186
Popular;-3,693009971;40,46057347
Popular;-3,673460146;40,43396831
Popular;-3,708086669;40,45638301
Popular;-3,70314322;40,43131411
Popular;-3,701041839;40,42536289
Popular;-3,697270977;40,44718751
Popular;-3,730650499;40,38903526
Popular;-3,710150117;40,42272171
Popular;-3,693341912;40,42631023
Popular;-3,636666875;40,43556419
Popular;-3,670163589;40,41780724
Popular;-3,677854535;40,51106838
Popular;-3,717304424;40,48140711
Popular;-3,729483962;40,3835651
Popular;-3,699077202;40,43827571
Popular;-3,682963034;40,43048914
Popular;-3,69798738;40,43208409
Popular;-3,714820261;40,42626051
Popular;-3,660323862;40,45783689
Popular;-3,649699584;40,4715367
Popular;-3,675885717;40,44307128
Popular;-3,688257611;40,45141269
Popular;-3,709841305;40,38548015
Popular;-3,685620981;40,48438317
Popular;-3,705486369;40,41636286
Popular;-3,703640165;40,47670736
Popular;-3,690996968;40,43562158
Popular;-3,687132943;40,49380655
Popular;-3,679150912;40,42187193
Popular;-3,740035848;40,38857917
Popular;-3,695365668;40,45110889
Popular;-3,688886769;40,45643596
Popular;-3,717063775;40,43215653
Popular;-3,717746316;40,42760274
Popular;-3,691321752;40,41322318
Popular;-3,680428181;40,44217076
Popular;-3,699599745;40,43636263
Popular;-3,699296822;40,41167071
Popular;-3,668729887;40,44561741
Popular;-3,640500453;40,47673216
Popular;-3,686671947;40,43581852
Popular;-3,767461403;40,39558062
Popular;-3,623700902;40,37847225
Popular;-3,612084101;40,44595825
Popular;-3,700354625;40,43070941
Popular;-3,6353292;40,44501301
Popular;-3,683867362;40,42549279
Popular;-3,683613915;40,4284042
Popular;-3,606333125;40,38069978
Popular;-3,671221757;40,45547683
Popular;-3,747349705;40,37127073
Popular;-3,670525607;40,40796725
Popular;-3,639268773;40,46503632
Popular;-3,65784426;40,36556218
Popular;-3,704418147;40,44728832
Popular;-3,705432164;40,42922809
Popular;-3,689173272;40,46023605
Popular;-3,694704551;40,39604064
Popular;-3,714603056;40,40350501
Popular;-3,734039801;40,41145535
Popular;-3,694139134;40,36047609
Popular;-3,680113732;40,46361402
Popular;-3,692472967;40,42204516
Popular;-3,713258675;40,44247736
Popular;-3,694686265;40,4057255
Popular;-3,678447338;40,44921844
Popular;-3,716981902;40,43887776
Popular;-3,70945901;40,41528449
Popular;-3,871442833;40,4718703
Popular;-3,870728232;40,46677665
Popular;-3,864706214;40,72678624
Popular;-3,490502951;40,39665473
Popular;-3,582475233;40,73209591
Popular;-3,86123145;40,2603149
Popular;-3,972567239;40,67943487
Popular;-3,436432066;40,22904674
Popular;-3,863644884;40,32337016
Popular;-3,881355776;40,32578615
Popular;-3,871183385;40,31645768
Popular;-3,851015301;40,31776999
Popular;-3,86605482;40,33786583
Popular;-4,014611128;40,28776579
Popular;-3,530705736;40,50426133
Popular;-3,752417311;40,23575751
Popular;-3,765580514;40,23967131
Popular;-3,771574051;40,23637915
Popular;-3,769609927;40,24356362
Popular;-3,352182321;40,23477545
Popular;-3,700023504;40,24493342
Popular;-3,696794123;40,24874583
Popular;-3,698707604;40,24158991
Popular;-3,797238909;40,43663141
Popular;-3,812741929;40,43554148
Popular;-3,878982767;40,9043325
Popular;-3,549834482;40,36496394
Popular;-3,544362403;40,35236797
Popular;-3,897172488;40,53575333
Popular;-3,874057303;40,49336377
Popular;-3,888610595;40,50257695
Popular;-3,876213026;40,49307718
Popular;-3,614398731;40,67886961
Popular;-3,510612649;40,4521447
Popular;-3,532842323;40,42519739
Popular;-4,148374669;40,59142811
Popular;-3,570676815;40,20913755
Popular;-4,399960245;40,3618242
Popular;-3,617469065;40,55235222
Popular;-3,618031145;40,56081754
Popular;-3,624714819;40,54788992
Popular;-3,455481603;40,45422194
Popular;-3,479225546;40,45636919
Popular;-3,469351505;40,4610944
Popular;-3,48415161;40,44597925
Popular;-3,799913455;40,20012246
Popular;-3,955132863;40,57954864
Popular;-3,361939273;40,40667831
Popular;-4,068723811;40,50142992
Popular;-3,684809921;40,18073364
Popular;-3,676954227;40,19160914
Popular;-3,48721416;40,36705554
Popular;-4,005203267;40,4473523
Popular;-3,275682776;40,16928589
Popular;-3,901250232;40,35774124
Popular;-3,700619849;40,59684082
Popular;-3,712921544;40,61117054
Popular;-3,800957117;40,28773044
Popular;-3,360128954;40,48708096
Popular;-3,832591596;40,34329179
Popular;-3,96450354;40,48822997
Popular;-3,7648981;40,38460655
Popular;-3,608643111;40,40436358
Popular;-3,783798748;40,45903854
Popular;-3,681193213;40,43502211
Popular;-3,828176522;40,3461974
Popular;-3,878432159;40,40890793
Popular;-3,659128807;40,52497834
